"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Pakistan","PAK","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","35.38065","","","","","","","","","","","","","","","","","55.29661","","","","","","","64.06048","67.65184","","68.8661","68.6276199999999","68.90061","66.99114","69.85822","68.62934","69.06681","","","","",
"Panama","PAN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","88.09652","","","","","","","","","","89.33696","","","","","","","","","","92.5479299999999","","","","","","","","","","94.70741","","","","","","","","",
"Peru","PER","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","90.14353","","","","","","","","","","","","92.85101","","","","","","","","","","","93.4607","93.71831","94.22582","94.85703","","","","","96.95013","","96.94898","97.10638","97.18846","","",
"Philippines","PHL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","83.88929","","","","","","","","","","93.97169","","","","93.30286","","","","","","92.545","","","91.63449","","","","","95.01213","","","","","96.00834","","","","","",
"Palau","PLW","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","93.28738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.4672099999999","","96.8127499999999","","","",
"Papua New Guinea","PNG","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.44522","","","","","","","","","","65.29","","","","","","","","",
"Poland","POL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","99.27517","","","","","","","","","","99.27517","","","","","","","","","","99.27517","","","","","","","","","","99.27517","","","","","","","","","","",
"Pre-demographic dividend","PRE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","61.31541","62.00527","62.4745","63.14249","63.64899","63.70001","64.27574","64.70485","65.13388","65.24325","65.6886","66.40674","67.08125","67.90235","66.65674","67.398","67.89625","67.86568","69.2147","68.5822","67.65672","66.0051","65.00284","64.87257","65.01272","66.28865","67.33392","67.56871","68.26436","68.58548","69.04109","","",
"Puerto Rico","PRI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","87.74803","","","","","","","","","","89.50269","","","","","","","","","","","","","","","","","","","","91.33078","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.99888","","","","","","","","","","",
"Portugal","PRT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","84.83334","","","","","","","","","","91.5870599999999","","","","","","","","","","","","","","","","","","","","96.28558","","","","","","","",
"Paraguay","PRY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","81.08307","","","","","","","","","","92.00015","","","","","","","","","","","","","","","95.71238","94.12632","94.36773","94.8131499999999","","94.81725","95.66619","95.54606","96.2543","95.47606","","",
"West Bank and Gaza","PSE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.24351","","","","","","","96.54279","","97.07989","97.23721","94.88419","97.43125","97.62902","97.857","98.1918","98.39109","98.40231","98.4809","98.60784","","",
"Pacific island small states","PSS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","76.79583","","","","","","","","","","","84.24456","","","","","","","89.10427","","","","","","","","","","","","","","",
"Romania","ROU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.53202","","","","","","","","","","98.4044","","","","","","","","","99.03429","","","","","","","",
"Russian Federation","RUS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.4562399999999","","","","","","","","","","","","","99.69408","","","","","","","","99.7283099999999","","","","","","","","",
"Rwanda","RWA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","50.82326","","","","","","","","","","","","","","","","","","","","","","71.41938","","","","","","","","","","71.13054","","72.4451799999999","","76.14973","","","","",
"South Asia","SAS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","49.91473","49.93107","50.51915","51.0788","51.5882","52.10586","51.97032","53.10013","53.62144","54.13225","54.63541","55.12143","55.60288","57.06626","57.67726","58.25473","58.32356","59.84322","60.8845","61.51701","62.15671","62.79161","63.42505","68.59303","69.1217","69.66033","69.85132","70.70478","71.61217","72.14416","72.50458","72.57479","73.13418","74.58847","75.11146","75.55273","74.47033","77.60621","77.94999","78.45169","78.92654","79.36755","","",
"Saudi Arabia","SAU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.96853","","","","","","","","87.06077","","","","87.53204","","","","","","","","","96.53143","","","","","",
"Sudan","SDN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.58102","","","","","","","","59.79825","","","","","","","","","","",
"Senegal","SEN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.90288","","","","","","","","","","","","","","51.05153","","","","52.25848","","","61.80952","","66.34154","","52.80447","","","","64.81228","",
"Singapore","SGP","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","91.56623","","","","","","","","","","95.09316","","","","","","","","","","96.5651","","","","","","","","","","98.0371399999999","98.39284","98.46946","98.54254","98.6089499999999","98.5595699999999","98.73453","","",
"Solomon Islands","SLB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.7","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.65429","","","","","","","","","41.33217","","","","","",
"El Salvador","SLV","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.37241","","","","","","","","","","","","","","86.69534","84.86407","87.05468","86.82521","87.0997","88.39165","","89.23501","","90.00994","90.29927","","",
"San Marino","SMR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.26464","","","","","99.4997","","",
"Sub-Saharan Africa (excluding high income)","SSA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","60.33079","60.67502","60.95425","61.51841","61.90691","62.43705","62.94934","63.00725","63.64395","64.0905","64.67947","64.7188","65.1119","65.74909","66.33765","67.0286","65.96605","66.67287","67.72969","67.8232","69.94351","68.66889","68.08822","67.16225","66.46556","67.74901","67.92778","69.09584","70.05743","70.39805","70.96405","71.28207","71.72323","","",
"South Sudan","SSD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.83693","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","60.33471","60.67896","60.95817","61.52219","61.91068","62.44073","62.953","63.01103","63.64768","64.09426","64.68314","64.72262","65.11569","65.75281","66.3413","67.03217","65.96988","66.67669","67.73341","67.82701","69.94705","68.67269","68.09213","67.16631","66.46968","67.75293","67.93162","69.0995","70.0609","70.4014","70.96726","71.28517","71.72621","","",
"Small states","SST","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","78.51506","78.73516","78.75037","79.02728","79.25464","79.44261","79.77141","80.09331","80.23144","80.5308","80.98335","81.39425","82.04463","82.28035","82.62692","83.16576","83.68374","84.08315","84.36957","84.73988","84.25843","83.72732","84.57657","84.2791","85.01519","85.29287","85.55726","85.88304","86.00062","86.26635","86.35654","","",
"Sao Tome and Principe","STP","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","73.14115","","","","","","","","","","85.24964","","","","","","","","","","92.2346699999999","","","","","","","80.33024","","","","94.95617","","","","","","",
"Suriname","SUR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.01633","","","","95.49294","","95.36479","","94.86987","","","","","","",
"Slovak Republic","SVK","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.60209","","","","","","","","","","","","","99.69","","","","","","","","","","99.69","","","","",
"Sweden","SWE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","57.38439","","","","","","","","","","69.68347","","","","","","","","","","","","","","83.1546199999999","","","","","","","","","","83.90015","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.9316599999999","","","","","","","87.01516","","","","","","","","91.40732","","","","","","","","93.46392","","","","","","","","",
"Syrian Arab Republic","SYR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","73.58422","","","","","","","","","","","","","","","","","","","","","91.02857","","87.75814","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2606","","","","","","","40.82706","","","","39.36825","","","","","","","","","","","38.9182","31.32879","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","77.04513","77.15483","77.97463","78.79691","79.11391","80.3572","80.76893","81.85524","82.57765","83.2617","83.9355","84.93767","87.78443","88.20669","87.7175","88.91851","89.21964","89.45667","89.7997","90.13573","90.47773","93.73999","93.9601","94.15283","94.52556","94.62745","94.84178","95.0239","95.40208","95.63611","95.89691","96.51147","96.64493","96.78933","96.82352","96.58566","96.72465","96.78383","96.96118","97.05665","97.11802","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","97.48037","97.84378","97.92374","97.9425","97.99319","98.03582","98.08584","98.17539","98.18503","98.23444","98.27927","98.32238","98.36703","98.42728","98.46115","98.5457","98.56049","98.76671","98.80667","98.84019","98.86541","98.90683","99.03439","99.01665","99.04747","99.06134","99.16166","99.30058","99.39929","99.44551","99.46068","99.47438","99.48713","99.51975","","",
"Togo","TGO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.72574","","","","","","70.27027","","","71.1663499999999","","74.05682","","","","77.25943","","","",
"Thailand","THA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","92.21296","","","","","","","","","","","","","","","","","","","","94.90157","","","","","95.60024","","","","","96.4350199999999","","","95.25126","","94.65912","","","",
"Tajikistan","TJK","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.79109","","","","","","","","","","","99.6839899999999","","","","","","","","","","","","","","99.8199999999999","","","","",
"Turkmenistan","TKM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.32498","","","","","","","","","","","","","","","","","","","99.75","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","81.13014","81.12829","81.37998","81.67835","81.99031","82.26193","82.38213","82.76547","83.02272","83.31131","83.57411","83.82721","84.07485","84.38709","84.77759","85.11991","85.31593","85.94388","86.55445","87.16969","87.79161","88.40817","88.66583","88.96864","89.37708","89.62001","89.69188","89.96495","89.97876","90.76276","90.6096","91.09865","91.13933","91.51917","91.83034","92.06716","92.04087","92.63949","92.80388","92.82053","93.221","93.60256","93.88289","","",
"Timor-Leste","TLS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.3","","","","","","58.5","","","63.59179","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","53.34177","53.81699","54.28989","54.75931","55.26119","55.47933","56.28632","56.91783","57.55572","58.28067","58.9519","59.54811","59.94843","60.80844","61.77324","62.64095","63.41133","64.39412","65.25815","67.56316","68.50917","69.47186","70.66527","71.29737","72.48036","73.40079","74.31868","75.27739","76.11011","76.88208","77.83833","78.03706","82.08","82.63542","82.84549","80.72226","81.30093","81.66368","81.03252","81.51761","81.66098","82.26507","82.59261","82.87261","83.39007","83.68518","","",
"Tonga","TON","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","99.65866","","","","","","","","","","","","","","","","","","","","98.8340599999999","","","","","","","","","","98.95388","","","","","99.3351","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","49.91473","49.93107","50.51915","51.0788","51.5882","52.10586","51.97032","53.10013","53.62144","54.13225","54.63541","55.12143","55.60288","57.06626","57.67726","58.25473","58.32356","59.84322","60.8845","61.51701","62.15671","62.79161","63.42505","68.59303","69.1217","69.66033","69.85132","70.70478","71.61217","72.14416","72.50458","72.57479","73.13418","74.58847","75.11146","75.55273","74.47033","77.60621","77.94999","78.45169","78.92654","79.36755","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","60.33471","60.67896","60.95817","61.52219","61.91068","62.44073","62.953","63.01103","63.64768","64.09426","64.68314","64.72262","65.11569","65.75281","66.3413","67.03217","65.96988","66.67669","67.73341","67.82701","69.94705","68.67269","68.09213","67.16631","66.46968","67.75293","67.93162","69.0995","70.0609","70.4014","70.96726","71.28517","71.72621","","",
"Trinidad and Tobago","TTO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","96.52153","","","","","","","","","","98.0098","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","60.40723","","","","","","","","","","","","","","","","","","","","83.38509","","","86.05368","86.37581","","87.37573","87.76076","88.47578","","86.06012","","","","",
"Turkey","TUR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","77.50394","","","","","81.44944","","","","","87.61972","","","","","89.84703","","","","","","","","","","","","","","95.27349","96.00062","95.99562","96.20186","","96.3777099999999","97.2998099999999","97.93499","98.2629","98.40137","98.49679","98.57562","98.77583","","",
"Tuvalu","TUV","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.36571","","","","","","","","","","","","","","77.5064","","","","","","","","75.4678","","83.37769","","","83.2048499999999","","","",
"Uganda","UGA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.1980899999999","","","","","","","","","","","78.3040199999999","","","","81.3885899999999","","","","82.63139","","79.12304","","","","","","",
"Ukraine","UKR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.74343","","","","","","","","","","","99.99394","","","","","","",
"Upper middle income","UMC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","79.84701","79.94806","80.55845","81.15959","81.72274","82.3059","82.60137","83.4569","84.0811","84.62036","85.11736","85.62252","87.88958","88.2498","88.05621","89.01099","89.356","89.67591","89.98929","90.31363","90.57908","93.19727","93.43358","93.63536","93.92718","94.06091","94.12834","94.54499","94.81309","95.0414","95.13849","95.66252","95.82428","95.80356","95.82356","96.02188","96.10452","96.14528","96.27109","96.4173","96.52922","","",
"Uruguay","URY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","93.38826","","","","","","","","","","94.8336099999999","","","","","","","","","","","96.24453","","","","","","","","","","97.4447799999999","97.42169","97.83128","97.97242","97.61017","98.02311","98.10397","98.0634199999999","98.02507","98.14592","98.2442","98.23419","",
"United States","USA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.16444","","","","","","","","","","","","","99.99383","99.98519","99.99204","99.99487","","",
"St. Vincent and the Grenadines","VCT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","95.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","86.48933","","","","","","","","","90.67252","","","","","","","","","","","93.25745","","","","","","95.38173","","95.67537","","94.50232","","","","96.6510799999999","97.0391099999999","","",
"British Virgin Islands","VGB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","90.3814699999999","","","","","","","","","","93.00299","","","","","","","","","","93.91826","93.93268","","","","","","","","","95.78533","","","","","","","","","",
"Vanuatu","VUT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","57.3351","","","","","62.31","","","","","","","","","","71.77","","","","","","","","","","80.48","","","","","","","","","","86.18","","","","",
"World","WLD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","76.81562","76.95635","77.29126","77.61507","77.77881","78.12528","78.45776","78.86616","79.21419","79.52941","79.8317","80.26404","81.4913","81.77428","81.86724","82.25869","82.70818","83.03909","83.30746","83.56427","83.8325","85.02886","86.25767","86.47976","86.61182","86.7612","87.06933","87.51219","87.90378","87.93877","87.83599","88.0615","88.34391","88.55743","88.64463","88.46042","89.2824","89.35796","89.55434","89.7069","89.83772","","",
"Samoa","WSM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.41569","","","","","","","","","","","","","","","","","","","","98.8819199999999","","","","","","","",
"Kosovo","XKX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.72475","","","","","","","","","","73.16","","","","","","","","","","","","","","",
"South Africa","ZAF","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","77.5256","","","","","","","","","","","","","","","","84.07138","","","","","","","","","","","90.71759","","94.12146","94.14385","94.24509","94.96372","","95.28685","95.39653","","","",
"Zambia","ZMB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.03734","","","","","","","","","76.25402","","","80.91286","","","","","71.94744","","","88.68403","","","","","","","","",
"Zimbabwe","ZWE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","84.1746299999999","","","","","","","","","","88.8933799999999","","","","","","","","","","","","","","","","","","","87.76481","","","89.18537","","","","",
