entity,year,percent_gdp,gdp,education_spend
United Kingdom,1982,5.1887001991272,22126.3,1148.0673721594817
United Kingdom,1983,5.06150007247925,23046.58,1166.5026634039884
United Kingdom,1984,4.8990597724914595,23541.7,1153.321954460622
United Kingdom,1985,4.5940899848938,24464.8,1123.9349266242982
United Kingdom,1986,4.380839824676509,25154.98,1101.999381729411
United Kingdom,1987,4.37180995941162,26407.89,1154.5027650904653
United Kingdom,1988,4.26831007003784,27843.21,1188.434536251783
United Kingdom,1989,4.1251101493835405,28481.03,1174.8738591789709
United Kingdom,1990,4.05552005767822,28609.77,1160.274960805606
United Kingdom,1991,4.1224799156189,28218.85,1163.3164236686239
United Kingdom,1992,4.3344898223877,28244.74,1224.2653806598676
United Kingdom,1994,4.850830078125,29942.18,1452.444273486328
United Kingdom,1995,4.83926010131836,30586.17,1480.144321331406
United Kingdom,1996,4.40783977508545,31277.84,1378.677072307587
United Kingdom,1998,4.22991991043091,33369.93,1411.5213131668572
United Kingdom,1999,4.025410175323491,34309.27,1381.0888456592097
United Kingdom,2000,4.071790218353271,35427.91,1442.5501739470003
United Kingdom,2001,4.14388990402222,36185.61,1499.4918394988551
United Kingdom,2002,4.692480087280269,36933.93,1733.1173107000336
United Kingdom,2003,4.84832000732422,38020.64,1843.3622960327152
United Kingdom,2004,4.77277994155884,38723.27,1848.1764632756715
United Kingdom,2005,4.97698020935059,39684.31,1975.0802549173372
United Kingdom,2006,5.02086019515991,40418.76,2029.369432217216
United Kingdom,2007,4.9534001350402805,41099.47,2035.8212024808395
United Kingdom,2008,4.93553018569946,40644.25,2006.0092275011527
United Kingdom,2009,5.130670070648191,38719.65,1986.5774940097324
United Kingdom,2010,5.77046012878418,39153.72,2259.3498015357973
United Kingdom,2011,5.67332983016968,39500.79,2241.0101022226822
United Kingdom,2013,5.61871004104614,40458.74,2273.2592868607508
United Kingdom,2014,5.693419933319089,41467.22,2360.90296927328
United Kingdom,2015,5.6314802169799805,42211.39,2377.1260771622656
United States,2010,5.42001008987427,48304.27,2618.09630784011
United States,2011,5.223899841308589,48715.53,2544.850494362638
United States,2012,5.19485998153687,49438.44,2568.257735056117
United States,2013,4.94378995895386,49914.58,2467.671994093992
United States,2014,4.98948001861572,50818.96,2535.601854868315
